news_author,news_headline,related_tweet,post_replies,post_retweets,post_favourites,post_quotes,user_followers,user_following,user_friends,user_mentions,user_favourites,user_tweets_count,user_tweet_count_lists,user_country,misinformation
Bill McCarthy,"""If you go back, you can see Wayne LaPierre, who runs the NRA, testifying in front of Congress in favor of background checks 15 or 20 years ago.""",@RepTomReed you're a piece of shit! I'm a law-abiding citizen so I shouldn't have background checks for anything. Your logic is busted and you're a fucking asshole. Fuck you for not implementing the will of the people. Keep on sucking Wayne lapierre's dick motherfuker,0.0,0,0,0,14.0,0.0,10.0,0.0,9.0,566.0,0.0,,1.0
Noah Y.,Hank Aarons death was caused by a COVID-19 vaccine.,"@Nappingisbomb @Komarus_Huey @dovenymph The same could probably be said about Covid deaths, given that most of them are quite elderly with multiple comorbidities.

BTW, Baseball slugger Hank Aaron just died, two weeks after receiving his Covid vaccine. Im sure it was just a coincidence. No cause of death disclosed.",1.0,0,0,0,867.0,,1084.0,3.0,30666.0,40406.0,12.0,US,0.0
Angie Drobnic,"""Gov. Romney was very clear, he would veto the DREAM Act.""",Romney would veto the Dream Act #debate2012parttwo,0.0,0,0,0,200.0,,992.0,1.0,11451.0,7099.0,8.0,US,1.0
Molly Moorhead,"""When (John) Brennan ... was asked directly  Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.""",Brennan defends al-Awlaki drone strike: A hearing on President Barack Obama's nominee to head the CIA was temporarily halted on Thurs...,0.0,0,0,0,676.0,0.0,1277.0,0.0,0.0,63516.0,6.0,,1.0
Bill McCarthy,"It now appears there actually was meaningful voter fraud in Fulton County, Georgia, last November. That is not a conspiracy theory. It's true.","@BernieSanders Communism taints n narrows one's vision. Dem/Globalist Fed overreach over elections, ensures plan of One Party Rule. Last November, using guise of Covid, a nefarious, coordinated voter fraud occurred, resulting in Coup. Why do you fear election forensic investigations n voter ID?",0.0,0,0,0,3115.0,0.0,4988.0,1.0,5719.0,3542.0,2.0,,0.0
Nadia Pflaum,"SaysDonald Trump called pregnant employees ""an inconvenience.""","@IvankaTrump @realDonaldTrump In 2004, Trump said a pregnant employee was ""certainly an inconvenience for a business.""",0.0,0,0,0,30.0,,1.0,2.0,2.0,9303.0,7.0,US,1.0
Aaron Sharockman,"""On Oct. 7, the Access Hollywood tape comes out. One hour later, WikiLeaks starts dropping my emails.""","@LindaPi98833415 @JimSinger3 @CBS_Herridge @CBSNews @DNI_Ratcliffe Yes, but as newly the GOP controlled Senate Intell report says, some will. On hearing of the Access Hollywood tape Trump spoke to Stone --&gt; Corsi --&gt; Wikileaks to release the first batch of emails. 30 mins (!) later.

Wikileaks is likely a GRU operation and Trump et al knew this.",0.0,0,0,0,294.0,,2638.0,3.0,100911.0,37934.0,4.0,US,1.0
Sue Owen,"Says according to the FBI, more people are killed each year with hammers and clubs than rifles.","@Awspidell @K_JeanPierre @senatemajldr While 374 people were killed using rifles such as the AR-15 in 2016, 656 were killed using what the FBI calls personal weapons like fists, hands and feet. Another 472 people were killed that year using a blunt object. The FBI lists hammers and clubs as examples.",0.0,0,0,0,3.0,,81.0,2.0,14.0,67.0,0.0,,1.0
Samantha Putterman,Says this crowd video shows the ongoing protests in Cuba.,"@TrumpsTaxes @benshapiro Psaki first blamed Cubas protest on a lack of vaccine (its on video). So this looks like another Biden back pedal. Biden and Psaki say something stupid, people are outraged then they switch it up.",0.0,0,0,0,917.0,0.0,1394.0,2.0,12442.0,1442.0,0.0,,0.0
Ciara O'Rourke,Says George Floyd appeared on Judge Judy.,"@Empryzz George Floyd was a career criminal.  He was even on Judge Judy back in the day and she rails him for hitting a teacher and more.  This is Marxism at work.  They know how to manipulate and brainwash. BLM is a front, no one to contact or speak to.",1.0,0,2,0,67.0,0.0,189.0,1.0,146.0,2674.0,2.0,,0.0
Linda Qiu,The No. 1 cause of death for African-American males15-34 is murder.,@reggie_bush what happen to justice how many African American males get bail after committing a murder ....jus wondering hmmmmm,0.0,0,0,0,127.0,,1827.0,1.0,3.0,1069.0,0.0,,1.0
Eric Litke,Says Jacob Blake declared he had a gun in the car and was going to go get it and was brandishing a knife,"Wasnt it proven that Jacob Blake didnt have a knife or gun in his car? Also, PLEASE stop calling that man a child rapist when theres info out there that proves he isnt that",1.0,0,0,0,1381.0,,959.0,0.0,2617.0,137572.0,14.0,US,1.0
Ciara O'Rourke,Nancy Pelosi has invited all illegals to her mansion at 2724 Pacific Ave San Francisco CA.,"@realDonaldTrump @SpeakerPelosi Pelosi is a RAT. San Francisco is flooded with homelessness, poop, illegals, and crime. That is what she wants for the rest of America. We should dump all illegals inside her mansion to see how long we take to change her mind. PELOSI, ENEMY OF THE PEOPLE",0.0,0,0,0,6.0,,122.0,2.0,13.0,79.0,0.0,,0.0
Daniel Funke,Says Hunter Biden died of a crack overdose.,"We all knew HUNTER BIDEN is the President's closest advisor, but this is ridiculous, handing out free CRACK pipes - Next Joe Biden will be providing free Russian hookers - If Biden really cared about overdose deaths, he would not encourage addicts keep using &amp; do something good",0.0,0,0,0,663.0,0.0,43.0,0.0,67.0,112769.0,34.0,,0.0
W. Gardner,"Says ""our indicted Attorney General Ken Paxton is back to being the only statewide official in the country under indictment.""",#Texasdeservesbetter Isnt Texas Attorney General Ken Paxton still under indictment? So why is he still able to run to that pushover 5th Circuit Court of Appeals to deny women their right to an abortion?,0.0,0,0,0,17.0,0.0,30.0,0.0,7.0,51.0,0.0,,0.0
Dan Clark,"Donald Trump is ""against marriage equality. He wants to go back.""","@williedills Theyve always been openly homophobic though. Marriage equality was passed in 2015, its not been that long. We thought we would lose it when Trump was elected. The SCOTUS, is 6-3 full of people would would like to overturn it.",0.0,0,1,0,5.0,,120.0,1.0,516.0,482.0,0.0,,1.0
Dylan Baddour,"""My wife is going to be the first Hispanic first lady in the history of Texas.""",Abbott beginning his address now. Recognizes his wife Cecilia Abbott as the first Hispanic First Lady of Texas. #txlege,0.0,0,0,0,6317.0,0.0,1421.0,0.0,8869.0,11738.0,210.0,,1.0
Samantha Putterman,Images that show a 90-year-old UK woman receiving the Pfizer COVID-19 vaccine appeared online in a CNN news story in October.,"@MSNBC the tale of 2 cultures: the first person in the UK to get the vaccine was a 90 year old woman and in the US it's a young medical professional
patient centered healthcare vs profit centered healthcare for insurance co. and the medical elite before anyone else",0.0,0,0,0,95.0,,41.0,1.0,218.0,17528.0,6.0,US,0.0
Bill McCarthy,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing nearly half your paycheck.","@hou4c Biden plans to pay for his plan by taxing high-income Americans. The plan would increase the top individual tax rate from 37% to 39.6%, and would raise the capital gains tax rate from 20% to 39.6% for taxpayers making over $1 million.",0.0,0,0,0,8.0,,62.0,1.0,224.0,472.0,0.0,US,0.0
Ciara O'Rourke,Says Joe Exotic was pardoned.,"just purely from an entertainment standpoint, this would have been a more interesting follow up if joe exotic had actually been pardoned tbh

with that said all these ppl need to be in jail and never allowed around another animal again in their life #TigerKing2",0.0,0,0,0,81.0,,123.0,0.0,17144.0,5601.0,0.0,US,0.0
Dana Tims,"""Marijuana is less addictive than both alcohol and tobacco.""",@GeisingerHealth use will cover opiates with outrages prices of use won't cover Medical Marijuana that's a 1000x safer &amp; less addictive ! Yet I have to suffer unbearable pain because use won't cover medicine that is safe makes o Fukn sense whats so ever !! Please help me,0.0,0,0,0,889.0,0.0,1235.0,1.0,39090.0,40197.0,0.0,,1.0
John Kruzel,"""Matt Rosendale supports plans that dont have to cover (pre-existing conditions).""",@Reilly2020 @MaritsaNBCMT @SteveDaines Yes! I'm wondering if Steve Daines and Matt Rosendale aren't helping other constituents with their travel plans to countries that don't an extradition treaty with the US.,0.0,3,27,0,555.0,,1418.0,2.0,24490.0,4606.0,6.0,US,1.0
Jon Greenberg,"Says Donald Trump has ""changed his mind"" on abortion.","@DannyTempleton9 Ucan explain abt fetus used in trumps Covid medication.I have family member who changed mind when realizing how idiotic Trump is.Unfortunately,he already gave six figures 2 campaign.He feels terrible,but better now voting Joe.Abortion only reason? More reasons 2get trump out!",0.0,0,1,0,2303.0,,3140.0,1.0,28046.0,23019.0,0.0,US,1.0
Miriam Valverde,"COVID-19 vaccinations are a violation of the Nuremberg code.""","@Jim_Jordan @IngrahamAngle Rep.Jordan, I can't understand why no one is talking about the obvious violation of the Constitution &amp; the Nuremberg Code that's  taking place by mandating people to take the Vaccine. Why are we not involving the Courts? Suing the Biden Administration? It is the obvious answer!",1.0,0,0,0,12.0,,46.0,2.0,33.0,121.0,0.0,US,0.0
Mark Reynolds,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""","Sobering: @pewresearch 

20% of Americans say they trust the federal govt to do the right thing just about always or most of the time (Sept 2020)

91% of Americans believe marijuana prohibition should end &amp; should be legal for medical or recreational purposes (Apr 2021).",0.0,1,2,0,3524.0,,1176.0,1.0,7565.0,10620.0,160.0,US,1.0
Katie Sanders,"""Measles is one of the most common causes of child blindness worldwide.""","@bmj_latest @DavidGWrigley @WHO Measles doesnt only lead to death it can cause nasty neurological problems which will make you wish you had your child vaccinated when you had the chance: chief amongst these are brain damage from swelling,+deafness and blindness. Its an awful virus-get the vaccination",0.0,0,1,0,329.0,,680.0,3.0,4604.0,8633.0,3.0,US,1.0
Katie Sanders,"Obama promised to cut the deficit by half by the end of his first term but he ""hasn't even come close.""","@TrumpGirlStrong @realDonaldTrump Remember when he promised to cut the deficit in half by the end of his first term. Obama ""oh did I say 4 years? I meant my 8 plus trumps 3, yeah that's when my policies will work""",0.0,0,0,0,36.0,,120.0,2.0,40.0,82.0,0.0,,1.0
Tom Kertscher,mRNA technology in COVID-19 vaccines was never tested in humans.,"@WheatNOil The second point is the mRNA used in the vaccine is NOT human RNA. Its a New artificial technology, with artificial Ribonucleotides.  Its specially designed NOT to provoke severe auto-immune reactions. &amp; it shouldnt in a very low dose a few times.  HOWEVER,",1.0,0,0,0,344.0,,2134.0,1.0,13362.0,19704.0,6.0,,0.0
Katie Sanders,"""Measles is one of the most common causes of child blindness worldwide.""","@gerlindemckenn1 I've given thousands and received many myself.

I firmly believe that I prevented much suffering from disease.

As a child I went through the measles, mumps and other life threatening illnesses.
Kids today don't have to risk blindness, deafness or their lives surviving illness.",2.0,0,0,0,1677.0,0.0,2516.0,1.0,82848.0,78602.0,28.0,,1.0
Tom Kertscher,Joe Bidens great-grandfather Joseph J. Biden was a slave-owner and fought for the Confederacy.,@KamalaHarris @JoeBiden Trumps done more for the middle class than you and Biden combined. We know ... we are the middle class. Not a rich token VP whos great grandfather was a plantation slave owner in Jamaica... hypocrite,0.0,0,1,0,1.0,0.0,17.0,2.0,429.0,636.0,0.0,,0.0
Patrick Orsagos,The United Nations new world order agenda will create one world government with one world military and the end of national sovereignty.,"@Americanka4 It's was total propaganda from The World Health Organization, CDC,United Nations Agenda 21 and 2030! Also World Economic Forum, Bill &amp; Melinda Gates Foundation, Dr. Fauci &amp; Other so called Health experts. This is New World Order being rolled out",0.0,0,0,0,394.0,,1451.0,1.0,1218.0,2462.0,2.0,,0.0
Louis Jacobson,Absentee voting is different from mail-in voting and has more protections against fraud.,"@brattygremlin @lizardkins @KateSullivanDC What were the proportional rates of your state's mail in voting prior to 2020, and what were the rates in 2020?

Indiscriminately sending ballots to people's homes is different than requesting a home ballot or 'absentee' ballot.",1.0,0,0,0,35.0,,162.0,3.0,1641.0,3391.0,2.0,US,0.0
Eric Litke,Says gloves shouldnt be worn in public because if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go.,"@SpillerOfTea Why does no one here have at least a face mask? The Police need masks, spit shields and gloves.
Where I live wearing a mask is mandatory in public, if you go shopping gloves must also be worn. I'm literally horrified seeing this.",0.0,0,0,0,529.0,0.0,646.0,1.0,47972.0,29097.0,5.0,,1.0
Ciara O'Rourke,The Eisenhower interstate system requires that one mile in every five must be straight.,"Fun Fact for Today . . .
The Eisenhower interstate system requires that one mile in every five must be straight. These straight sections...",0.0,0,0,0,335.0,,250.0,0.0,834.0,7066.0,10.0,US,0.0
